DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
1/16/2022,6654.142857142857,7576,1410.2857142857142,1973.4285714285713,1515.142857142857,1487,1123.2857142857142,0,65.57142857142857
1/23/2022,6635.571428571428,7075,1412.142857142857,1493.4285714285713,1199.2857142857142,1687.7142857142858,1216.7142857142858,0,65.85714285714286
1/30/2022,6631.285714285715,6864.285714285715,1412.142857142857,1488.5714285714287,1036.7142857142858,1726.142857142857,1133.7142857142858,0,66.14285714285714
2/6/2022,6451.857142857143,6326.285714285715,1412.4285714285713,999.5714285714286,959.2857142857143,1703.5714285714287,1182.142857142857,0,68.42857142857143
2/13/2022,6308.285714285715,6474.714285714285,1413.4285714285713,1165.4285714285713,1001.2857142857143,1634.7142857142858,1183.5714285714287,0,75
2/20/2022,6241.142857142857,6134.428571428572,1410.857142857143,703.7142857142857,1036,1701.2857142857142,1204.857142857143,0,77
2/27/2022,6283.714285714285,6857.285714285715,1405.7142857142858,1164.4285714285713,1434.2857142857142,1599.4285714285713,1177,0,75.42857142857143
3/6/2022,6652.857142857143,6678.714285714285,1407.5714285714287,1476.5714285714287,1404.2857142857142,1009.7142857142857,1302.7142857142858,0,76.57142857142857
3/13/2022,6406.571428571428,6238.714285714285,1410.142857142857,1094.142857142857,1352.142857142857,932.7142857142857,1378.5714285714287,0,73.71428571428571
3/20/2022,6223.571428571428,5787.142857142857,1410.4285714285713,843.8571428571429,1216.142857142857,902,1349.142857142857,0,64.57142857142857
3/27/2022,5994.142857142857,5877.714285714285,1407.142857142857,1172.5714285714287,1209,905.2857142857143,1112.7142857142858,0,70.14285714285714
4/3/2022,5712.428571428572,5996.571428571428,1409.7142857142858,1274.5714285714287,1399,744.2857142857143,1098.4285714285713,0,70.42857142857143
4/10/2022,5806.714285714285,5821,1410.857142857143,817.8571428571429,1520.857142857143,692.2857142857143,1316.142857142857,0,62.714285714285715
4/17/2022,5858.571428571428,6319.428571428572,1403.142857142857,1497.857142857143,1480.5714285714287,664.5714285714286,1198,0,72.57142857142857
4/24/2022,5905.857142857143,5898.142857142857,1399.7142857142858,887.8571428571429,1707.142857142857,590,1161.7142857142858,79.71428571428571,71.14285714285714
5/1/2022,5319.857142857143,5703.142857142857,1403.857142857143,520.2857142857143,1714.857142857143,969,1043.857142857143,0,49.142857142857146
5/8/2022,5547.285714285715,6164.428571428572,1404.5714285714287,338.14285714285717,2072.4285714285716,1013.7142857142857,1270.2857142857142,0,64.71428571428571
5/15/2022,5536.571428571428,5696.857142857143,702.7142857142857,479.7142857142857,1894,1218.142857142857,1340,0,61.285714285714285
5/22/2022,5400.857142857143,5581.714285714285,699,742.5714285714286,1910.142857142857,1038.5714285714287,1127.5714285714287,0,63
5/29/2022,5435.714285714285,5715.142857142857,698,707.5714285714286,1800.4285714285713,1274.7142857142858,1167.5714285714287,0,65.57142857142857
6/5/2022,5441.571428571428,5381.857142857143,693.4285714285714,500.2857142857143,1728.4285714285713,1199.4285714285713,1194.142857142857,0,65
6/12/2022,5521.142857142857,5400.428571428572,691.4285714285714,376.42857142857144,1681.2857142857142,1254,1332.2857142857142,0,64.42857142857143
6/19/2022,5399.857142857143,5493.285714285715,691.7142857142857,787.5714285714286,1664.7142857142858,1140,1149.7142857142858,0,60.142857142857146
6/26/2022,5759.714285714285,5749.714285714285,682.5714285714286,804,1677.857142857143,1089.142857142857,1375.4285714285713,64.57142857142857,55.285714285714285
7/3/2022,5820.428571428572,5921.714285714285,1132.2857142857142,145.85714285714286,1599.5714285714287,1323,1672.5714285714287,0,47.714285714285715
7/10/2022,5846,5936.142857142857,1355.142857142857,896.7142857142857,1195.2857142857142,1052.5714285714287,1387.142857142857,0,49.285714285714285
7/17/2022,5638.571428571428,5586.571428571428,1362.2857142857142,396.85714285714283,1219.7142857142858,1085.5714285714287,1461.5714285714287,0,59.142857142857146
7/24/2022,5808.857142857143,5681.428571428572,1357.142857142857,559.2857142857143,1256.5714285714287,1293.142857142857,1151.7142857142858,0,63.285714285714285
7/31/2022,5797.428571428572,5488,1337,380,1277.5714285714287,1303,1126.857142857143,0,62.285714285714285
8/7/2022,5456.857142857143,5352.285714285715,1322.2857142857142,398.7142857142857,1124.5714285714287,1242.142857142857,1200,0,61.57142857142857
8/14/2022,5434,5839.857142857143,1265.857142857143,1469.142857142857,843.7142857142857,1174,1029.2857142857142,0,57.142857142857146
8/21/2022,5394,4997.428571428572,1354.857142857143,162.14285714285714,973.7142857142857,1309.2857142857142,1142.5714285714287,0,53.42857142857143
8/28/2022,5497,5008.857142857143,1134.4285714285713,358,1276.7142857142858,1019,1160.857142857143,0,58.714285714285715
9/4/2022,5412.142857142857,4932.142857142857,1035.5714285714287,622.4285714285714,931,1026.857142857143,1253.5714285714287,0,61.142857142857146
9/11/2022,5188.142857142857,5769.142857142857,1361.7142857142858,719.4285714285714,1161.5714285714287,1183.857142857143,1292.142857142857,0,49.714285714285715
9/18/2022,5108.714285714285,5308,1361.5714285714287,574.7142857142857,1134.142857142857,1078.2857142857142,1108.7142857142858,0,49.57142857142857
9/25/2022,5158,5278,1377.2857142857142,612.2857142857143,1090.2857142857142,1151.142857142857,989,0,57.57142857142857
10/2/2022,5143.428571428572,5522.714285714285,1379.857142857143,525.7142857142857,1193.142857142857,1210.5714285714287,1153.142857142857,0,59.857142857142854
